Symbol,Date,Expiry,Strike,Call,Put,Underlying Value
NTPC,18-Mar-19,28-Mar-19,190,0.55,38.75,158.75
NTPC,18-Mar-19,28-Mar-19,192.5,0.45,0.05,158.75
NTPC,19-Mar-19,28-Mar-19,87.5,45.3,0.05,134.9
NTPC,19-Mar-19,28-Mar-19,160.4,0.45,41.1,134.9
NTPC,19-Mar-19,28-Mar-19,91.65,40.45,0.05,134.9
NTPC,19-Mar-19,28-Mar-19,93.75,38,0.5,134.9
NTPC,19-Mar-19,28-Mar-19,95.85,35.65,0.2,134.9
NTPC,19-Mar-19,28-Mar-19,97.9,33.3,0.05,134.9
NTPC,19-Mar-19,28-Mar-19,100,18.5,0.1,134.9
NTPC,19-Mar-19,28-Mar-19,102.1,28.7,0.6,134.9
NTPC,19-Mar-19,28-Mar-19,104.15,26.45,0.1,134.9
NTPC,19-Mar-19,28-Mar-19,106.25,24.3,2.5,134.9
NTPC,19-Mar-19,28-Mar-19,108.35,22,0.1,134.9
NTPC,19-Mar-19,28-Mar-19,110.4,16.1,0.1,134.9
NTPC,19-Mar-19,28-Mar-19,112.5,20.55,0.15,134.9
NTPC,19-Mar-19,28-Mar-19,114.6,14.8,0.25,134.9
NTPC,19-Mar-19,28-Mar-19,116.65,18,0.3,134.9
NTPC,19-Mar-19,28-Mar-19,118.75,13,0.3,134.9
NTPC,19-Mar-19,28-Mar-19,120.85,13.5,0.45,134.9
NTPC,19-Mar-19,28-Mar-19,122.9,8.55,0.6,134.9
NTPC,19-Mar-19,28-Mar-19,125,11.25,0.7,134.9
NTPC,19-Mar-19,28-Mar-19,127.1,7.5,0.95,134.9
NTPC,19-Mar-19,28-Mar-19,129.15,4.8,1.35,134.9
NTPC,19-Mar-19,28-Mar-19,131.25,3.65,2,134.9
NTPC,19-Mar-19,28-Mar-19,133.35,2.55,2.95,134.9
NTPC,19-Mar-19,28-Mar-19,135.4,1.8,4.15,134.9
NTPC,19-Mar-19,28-Mar-19,137.5,1.25,5.9,134.9
NTPC,19-Mar-19,28-Mar-19,139.6,0.9,7.25,134.9
NTPC,19-Mar-19,28-Mar-19,141.65,0.7,9.1,134.9
NTPC,19-Mar-19,28-Mar-19,143.75,0.5,23.2,134.9
NTPC,19-Mar-19,28-Mar-19,145.85,0.45,31.5,134.9
NTPC,19-Mar-19,28-Mar-19,147.9,1.5,27.45,134.9
NTPC,19-Mar-19,28-Mar-19,150,0.3,19.15,134.9
NTPC,19-Mar-19,28-Mar-19,152.1,0.4,31.85,134.9
NTPC,19-Mar-19,28-Mar-19,154.15,0.85,34.15,134.9
NTPC,19-Mar-19,28-Mar-19,156.25,0.7,36.45,134.9
NTPC,19-Mar-19,28-Mar-19,158.35,0.55,38.75,134.9
NTPC,19-Mar-19,28-Mar-19,89.6,42.85,0.05,134.9
NTPC,20-Mar-19,28-Mar-19,87.5,45.3,0.05,129.25
NTPC,20-Mar-19,28-Mar-19,160.4,0.45,41.1,129.25
NTPC,20-Mar-19,28-Mar-19,91.65,40.45,0.05,129.25
NTPC,20-Mar-19,28-Mar-19,93.75,38,0.5,129.25
NTPC,20-Mar-19,28-Mar-19,95.85,35.65,0.2,129.25
NTPC,20-Mar-19,28-Mar-19,97.9,33.3,0.05,129.25
NTPC,20-Mar-19,28-Mar-19,100,18.5,0.05,129.25
NTPC,20-Mar-19,28-Mar-19,102.1,28.7,0.6,129.25
NTPC,20-Mar-19,28-Mar-19,104.15,26.45,0.05,129.25
NTPC,20-Mar-19,28-Mar-19,106.25,24.3,2.5,129.25
NTPC,20-Mar-19,28-Mar-19,108.35,22,0.1,129.25
NTPC,20-Mar-19,28-Mar-19,110,25.1,0.05,129.25
NTPC,20-Mar-19,28-Mar-19,110.4,16.1,0.1,129.25
NTPC,20-Mar-19,28-Mar-19,112.5,16,0.1,129.25
NTPC,20-Mar-19,28-Mar-19,114.6,13.75,0.3,129.25
NTPC,20-Mar-19,28-Mar-19,115,20.15,0.1,129.25
NTPC,20-Mar-19,28-Mar-19,116.65,11.9,0.3,129.25
NTPC,20-Mar-19,28-Mar-19,117.5,17.65,0.05,129.25
NTPC,20-Mar-19,28-Mar-19,118.75,13,0.45,129.25
NTPC,20-Mar-19,28-Mar-19,120,15.2,0.1,129.25
NTPC,20-Mar-19,28-Mar-19,120.85,7.55,0.65,129.25
NTPC,20-Mar-19,28-Mar-19,122.5,12.8,0.15,129.25
NTPC,20-Mar-19,28-Mar-19,122.9,8.8,0.9,129.25
NTPC,20-Mar-19,28-Mar-19,125,4.2,1.3,129.25
NTPC,20-Mar-19,28-Mar-19,127.1,2.95,2.1,129.25
NTPC,20-Mar-19,28-Mar-19,127.5,8.3,1.5,129.25
NTPC,20-Mar-19,28-Mar-19,129.15,2.15,3.1,129.25
NTPC,20-Mar-19,28-Mar-19,130,1.85,3.65,129.25
NTPC,20-Mar-19,28-Mar-19,131.25,1.4,4.1,129.25
NTPC,20-Mar-19,28-Mar-19,132.5,1.15,5.5,129.25
NTPC,20-Mar-19,28-Mar-19,133.35,1,6.2,129.25
NTPC,20-Mar-19,28-Mar-19,135,0.7,8.3,129.25
NTPC,20-Mar-19,28-Mar-19,135.4,0.7,7.85,129.25
NTPC,20-Mar-19,28-Mar-19,137.5,0.5,9.8,129.25
NTPC,20-Mar-19,28-Mar-19,139.6,0.4,12.6,129.25
NTPC,20-Mar-19,28-Mar-19,140,0.35,6.25,129.25
NTPC,20-Mar-19,28-Mar-19,141.65,0.35,11.15,129.25
NTPC,20-Mar-19,28-Mar-19,142.5,0.85,8.2,129.25
NTPC,20-Mar-19,28-Mar-19,143.75,0.25,23.2,129.25
NTPC,20-Mar-19,28-Mar-19,145,0.5,10.35,129.25
NTPC,20-Mar-19,28-Mar-19,145.85,0.2,31.5,129.25
NTPC,20-Mar-19,28-Mar-19,147.5,0.3,12.6,129.25
NTPC,20-Mar-19,28-Mar-19,147.9,1.5,27.45,129.25
NTPC,20-Mar-19,28-Mar-19,150,0.15,19.35,129.25
NTPC,20-Mar-19,28-Mar-19,152.1,0.1,31.85,129.25
NTPC,20-Mar-19,28-Mar-19,152.5,0.1,17.4,129.25
NTPC,20-Mar-19,28-Mar-19,154.15,0.85,34.15,129.25
NTPC,20-Mar-19,28-Mar-19,155,0.5,19.85,129.25
NTPC,20-Mar-19,28-Mar-19,156.25,0.7,36.45,129.25
NTPC,20-Mar-19,28-Mar-19,157.5,0.05,22.35,129.25
NTPC,20-Mar-19,28-Mar-19,158.35,0.55,38.75,129.25
NTPC,20-Mar-19,28-Mar-19,160,0.05,24.85,129.25
NTPC,20-Mar-19,28-Mar-19,89.6,42.85,0.05,129.25
NTPC,22-Mar-19,28-Mar-19,87.5,45.3,0.05,134.65
NTPC,22-Mar-19,28-Mar-19,160.4,0.45,41.1,134.65
NTPC,22-Mar-19,28-Mar-19,91.65,40.45,0.05,134.65
NTPC,22-Mar-19,28-Mar-19,93.75,38,0.5,134.65
NTPC,22-Mar-19,28-Mar-19,95.85,35.65,0.2,134.65
NTPC,22-Mar-19,28-Mar-19,97.9,33.3,0.05,134.65
NTPC,22-Mar-19,28-Mar-19,100,18.5,0.05,134.65
NTPC,22-Mar-19,28-Mar-19,102.1,28.7,0.6,134.65
NTPC,22-Mar-19,28-Mar-19,104.15,26.45,0.05,134.65
NTPC,22-Mar-19,28-Mar-19,105,30.1,0.05,134.65
NTPC,22-Mar-19,28-Mar-19,106.25,24.3,2.5,134.65
NTPC,22-Mar-19,28-Mar-19,107.5,27.6,3,134.65
NTPC,22-Mar-19,28-Mar-19,108.35,22,0.05,134.65
NTPC,22-Mar-19,28-Mar-19,110,25.1,0.05,134.65
NTPC,22-Mar-19,28-Mar-19,110.4,16.1,0.1,134.65
NTPC,22-Mar-19,28-Mar-19,112.5,16,0.05,134.65
NTPC,22-Mar-19,28-Mar-19,114.6,13.75,0.3,134.65
NTPC,22-Mar-19,28-Mar-19,115,20.15,0.1,134.65
NTPC,22-Mar-19,28-Mar-19,116.65,16.4,0.1,134.65
NTPC,22-Mar-19,28-Mar-19,117.5,17.65,0.05,134.65
NTPC,22-Mar-19,28-Mar-19,118.75,12.2,0.15,134.65
NTPC,22-Mar-19,28-Mar-19,120,15.2,0.1,134.65
NTPC,22-Mar-19,28-Mar-19,120.85,12.2,0.2,134.65
NTPC,22-Mar-19,28-Mar-19,122.5,12.8,0.15,134.65
NTPC,22-Mar-19,28-Mar-19,122.9,9.95,0.25,134.65
NTPC,22-Mar-19,28-Mar-19,125,7.75,0.3,134.65
NTPC,22-Mar-19,28-Mar-19,127.1,6.7,0.45,134.65
NTPC,22-Mar-19,28-Mar-19,127.5,8.3,1.5,134.65
NTPC,22-Mar-19,28-Mar-19,129.15,4.7,0.8,134.65
NTPC,22-Mar-19,28-Mar-19,130,4.15,1.05,134.65
NTPC,22-Mar-19,28-Mar-19,131.25,3.15,1.4,134.65
NTPC,22-Mar-19,28-Mar-19,132.5,2.4,1.95,134.65
NTPC,22-Mar-19,28-Mar-19,133.35,2,2.35,134.65
NTPC,22-Mar-19,28-Mar-19,135,1.5,3.55,134.65
NTPC,22-Mar-19,28-Mar-19,135.4,1.35,3.2,134.65
NTPC,22-Mar-19,28-Mar-19,137.5,0.75,5.2,134.65
NTPC,22-Mar-19,28-Mar-19,139.6,0.45,6.7,134.65
NTPC,22-Mar-19,28-Mar-19,140,0.45,6.25,134.65
NTPC,22-Mar-19,28-Mar-19,141.65,0.35,9.15,134.65
NTPC,22-Mar-19,28-Mar-19,142.5,0.85,8.2,134.65
NTPC,22-Mar-19,28-Mar-19,143.75,0.15,23.2,134.65
NTPC,22-Mar-19,28-Mar-19,145,0.5,10.35,134.65
NTPC,22-Mar-19,28-Mar-19,145.85,0.15,14,134.65
NTPC,22-Mar-19,28-Mar-19,147.5,0.3,12.6,134.65
NTPC,22-Mar-19,28-Mar-19,147.9,1.5,27.45,134.65
NTPC,22-Mar-19,28-Mar-19,150,0.05,19.35,134.65
NTPC,22-Mar-19,28-Mar-19,152.1,0.1,31.85,134.65
NTPC,22-Mar-19,28-Mar-19,152.5,0.1,17.4,134.65
NTPC,22-Mar-19,28-Mar-19,154.15,0.85,34.15,134.65
NTPC,22-Mar-19,28-Mar-19,155,0.5,19.85,134.65
NTPC,22-Mar-19,28-Mar-19,156.25,0.7,36.45,134.65
NTPC,22-Mar-19,28-Mar-19,157.5,0.05,22.35,134.65
NTPC,22-Mar-19,28-Mar-19,158.35,0.55,38.75,134.65
NTPC,22-Mar-19,28-Mar-19,160,0.05,24.85,134.65
NTPC,22-Mar-19,28-Mar-19,89.6,42.85,0.05,134.65
NTPC,25-Mar-19,28-Mar-19,87.5,45.3,0.05,135.35
NTPC,25-Mar-19,28-Mar-19,160.4,0.45,41.1,135.35
NTPC,25-Mar-19,28-Mar-19,91.65,40.45,0.05,135.35
NTPC,25-Mar-19,28-Mar-19,93.75,38,0.5,135.35
NTPC,25-Mar-19,28-Mar-19,95.85,35.65,0.2,135.35
NTPC,25-Mar-19,28-Mar-19,97.9,33.3,0.05,135.35
NTPC,25-Mar-19,28-Mar-19,100,18.5,0.05,135.35
NTPC,25-Mar-19,28-Mar-19,102.1,28.7,0.6,135.35
NTPC,25-Mar-19,28-Mar-19,104.15,26.45,0.05,135.35
NTPC,25-Mar-19,28-Mar-19,105,30.1,0.05,135.35
NTPC,25-Mar-19,28-Mar-19,106.25,24.3,2.5,135.35
NTPC,25-Mar-19,28-Mar-19,107.5,27.6,0.05,135.35
NTPC,25-Mar-19,28-Mar-19,108.35,22,0.05,135.35
NTPC,25-Mar-19,28-Mar-19,110,25.1,0.05,135.35
NTPC,25-Mar-19,28-Mar-19,110.4,16.1,0.1,135.35
NTPC,25-Mar-19,28-Mar-19,112.5,24.35,0.05,135.35
NTPC,25-Mar-19,28-Mar-19,114.6,13.75,0.1,135.35
NTPC,25-Mar-19,28-Mar-19,115,20.15,0.1,135.35
NTPC,25-Mar-19,28-Mar-19,116.65,19.3,0.1,135.35
NTPC,25-Mar-19,28-Mar-19,117.5,17.65,0.05,135.35
NTPC,25-Mar-19,28-Mar-19,118.75,17,0.1,135.35
NTPC,25-Mar-19,28-Mar-19,120,15.2,0.1,135.35
NTPC,25-Mar-19,28-Mar-19,120.85,15.25,0.1,135.35
NTPC,25-Mar-19,28-Mar-19,122.5,12.8,0.15,135.35
NTPC,25-Mar-19,28-Mar-19,122.9,13.6,0.1,135.35
NTPC,25-Mar-19,28-Mar-19,125,11.5,0.15,135.35
NTPC,25-Mar-19,28-Mar-19,127.1,8.05,0.2,135.35
NTPC,25-Mar-19,28-Mar-19,127.5,8.3,0.2,135.35
NTPC,25-Mar-19,28-Mar-19,129.15,6.6,0.25,135.35
NTPC,25-Mar-19,28-Mar-19,130,6.6,0.4,135.35
NTPC,25-Mar-19,28-Mar-19,131.25,4.2,0.6,135.35
NTPC,25-Mar-19,28-Mar-19,132.5,4.1,0.8,135.35
NTPC,25-Mar-19,28-Mar-19,133.35,2.85,1.1,135.35
NTPC,25-Mar-19,28-Mar-19,135,2.15,1.75,135.35
NTPC,25-Mar-19,28-Mar-19,135.4,1.95,1.85,135.35
NTPC,25-Mar-19,28-Mar-19,137.5,1.1,3.45,135.35
NTPC,25-Mar-19,28-Mar-19,139.6,0.6,4.75,135.35
NTPC,25-Mar-19,28-Mar-19,140,0.55,4.4,135.35
NTPC,25-Mar-19,28-Mar-19,141.65,0.4,5.9,135.35
NTPC,25-Mar-19,28-Mar-19,142.5,0.85,8.2,135.35
NTPC,25-Mar-19,28-Mar-19,143.75,0.25,23.2,135.35
NTPC,25-Mar-19,28-Mar-19,145,0.3,10.35,135.35
NTPC,25-Mar-19,28-Mar-19,145.85,0.2,9.4,135.35
NTPC,25-Mar-19,28-Mar-19,147.5,0.3,12.6,135.35
NTPC,25-Mar-19,28-Mar-19,147.9,1.5,27.45,135.35
NTPC,25-Mar-19,28-Mar-19,150,0.1,19.35,135.35
NTPC,25-Mar-19,28-Mar-19,152.1,0.1,31.85,135.35
NTPC,25-Mar-19,28-Mar-19,152.5,0.1,17.4,135.35
NTPC,25-Mar-19,28-Mar-19,154.15,0.85,34.15,135.35
NTPC,25-Mar-19,28-Mar-19,155,0.5,19.85,135.35
NTPC,25-Mar-19,28-Mar-19,156.25,0.7,36.45,135.35
NTPC,25-Mar-19,28-Mar-19,157.5,0.05,22.35,135.35
NTPC,25-Mar-19,28-Mar-19,158.35,0.55,38.75,135.35
NTPC,25-Mar-19,28-Mar-19,160,0.05,24.85,135.35
NTPC,25-Mar-19,28-Mar-19,89.6,42.85,0.05,135.35
NTPC,26-Mar-19,28-Mar-19,87.5,45.3,0.05,140.8
NTPC,26-Mar-19,28-Mar-19,160.4,0.45,41.1,140.8
NTPC,26-Mar-19,28-Mar-19,91.65,40.45,0.05,140.8
NTPC,26-Mar-19,28-Mar-19,93.75,38,0.5,140.8
NTPC,26-Mar-19,28-Mar-19,95.85,35.65,0.2,140.8
NTPC,26-Mar-19,28-Mar-19,97.9,33.3,0.05,140.8
NTPC,26-Mar-19,28-Mar-19,100,18.5,0.05,140.8
NTPC,26-Mar-19,28-Mar-19,102.1,28.7,0.6,140.8
NTPC,26-Mar-19,28-Mar-19,104.15,26.45,0.05,140.8
NTPC,26-Mar-19,28-Mar-19,105,30.1,0.05,140.8
NTPC,26-Mar-19,28-Mar-19,106.25,24.3,0.05,140.8
NTPC,26-Mar-19,28-Mar-19,107.5,27.6,0.05,140.8
NTPC,26-Mar-19,28-Mar-19,108.35,22,0.05,140.8
NTPC,26-Mar-19,28-Mar-19,110,25.1,0.05,140.8
NTPC,26-Mar-19,28-Mar-19,110.4,16.1,0.05,140.8
NTPC,26-Mar-19,28-Mar-19,112.5,24.8,0.05,140.8
NTPC,26-Mar-19,28-Mar-19,114.6,13.75,0.05,140.8
NTPC,26-Mar-19,28-Mar-19,115,20.15,0.05,140.8
NTPC,26-Mar-19,28-Mar-19,116.65,19.3,0.05,140.8
NTPC,26-Mar-19,28-Mar-19,117.5,17.65,0.05,140.8
NTPC,26-Mar-19,28-Mar-19,118.75,17,0.05,140.8
NTPC,26-Mar-19,28-Mar-19,120,15.2,0.1,140.8
NTPC,26-Mar-19,28-Mar-19,120.85,15.25,0.1,140.8
NTPC,26-Mar-19,28-Mar-19,122.5,12.8,0.15,140.8
NTPC,26-Mar-19,28-Mar-19,122.9,13.6,0.05,140.8
NTPC,26-Mar-19,28-Mar-19,125,14.95,0.1,140.8
NTPC,26-Mar-19,28-Mar-19,127.1,12.7,0.1,140.8
NTPC,26-Mar-19,28-Mar-19,127.5,8.3,0.15,140.8
NTPC,26-Mar-19,28-Mar-19,129.15,10.75,0.15,140.8
NTPC,26-Mar-19,28-Mar-19,130,9,0.15,140.8
NTPC,26-Mar-19,28-Mar-19,131.25,8.25,0.15,140.8
NTPC,26-Mar-19,28-Mar-19,132.5,7.4,0.2,140.8
NTPC,26-Mar-19,28-Mar-19,133.35,6.75,0.25,140.8
NTPC,26-Mar-19,28-Mar-19,135,5.6,0.4,140.8
NTPC,26-Mar-19,28-Mar-19,135.4,4.65,0.45,140.8
NTPC,26-Mar-19,28-Mar-19,137.5,3.15,0.8,140.8
NTPC,26-Mar-19,28-Mar-19,139.6,1.7,1.45,140.8
NTPC,26-Mar-19,28-Mar-19,140,1.6,1.55,140.8
NTPC,26-Mar-19,28-Mar-19,141.65,0.95,2.65,140.8
NTPC,26-Mar-19,28-Mar-19,142.5,0.8,8.2,140.8
NTPC,26-Mar-19,28-Mar-19,143.75,0.55,23.2,140.8
NTPC,26-Mar-19,28-Mar-19,145,0.45,10.35,140.8
NTPC,26-Mar-19,28-Mar-19,145.85,0.3,9.4,140.8
NTPC,26-Mar-19,28-Mar-19,147.5,0.3,12.6,140.8
NTPC,26-Mar-19,28-Mar-19,147.9,1.5,27.45,140.8
NTPC,26-Mar-19,28-Mar-19,150,0.1,19.35,140.8
NTPC,26-Mar-19,28-Mar-19,152.1,0.1,31.85,140.8
NTPC,26-Mar-19,28-Mar-19,152.5,0.1,17.4,140.8
NTPC,26-Mar-19,28-Mar-19,154.15,0.85,34.15,140.8
NTPC,26-Mar-19,28-Mar-19,155,0.5,19.85,140.8
NTPC,26-Mar-19,28-Mar-19,156.25,0.7,36.45,140.8
NTPC,26-Mar-19,28-Mar-19,157.5,0.05,22.35,140.8
NTPC,26-Mar-19,28-Mar-19,158.35,0.55,38.75,140.8
NTPC,26-Mar-19,28-Mar-19,160,0.05,24.85,140.8
NTPC,26-Mar-19,28-Mar-19,89.6,42.85,0.05,140.8
NTPC,27-Mar-19,28-Mar-19,87.5,45.3,0.05,137
NTPC,27-Mar-19,28-Mar-19,165,0.05,29.85,137
NTPC,27-Mar-19,28-Mar-19,91.65,40.45,0.05,137
NTPC,27-Mar-19,28-Mar-19,93.75,38,0.5,137
NTPC,27-Mar-19,28-Mar-19,95.85,35.65,0.2,137
NTPC,27-Mar-19,28-Mar-19,97.9,33.3,0.05,137
NTPC,27-Mar-19,28-Mar-19,100,18.5,0.05,137
NTPC,27-Mar-19,28-Mar-19,102.1,28.7,0.6,137
NTPC,27-Mar-19,28-Mar-19,104.15,26.45,0.05,137
NTPC,27-Mar-19,28-Mar-19,105,30.1,0.05,137
NTPC,27-Mar-19,28-Mar-19,106.25,24.3,0.05,137
NTPC,27-Mar-19,28-Mar-19,107.5,27.6,0.05,137
NTPC,27-Mar-19,28-Mar-19,108.35,28.65,0.2,137
NTPC,27-Mar-19,28-Mar-19,110,25.1,0.05,137
NTPC,27-Mar-19,28-Mar-19,110.4,16.1,0.05,137
NTPC,27-Mar-19,28-Mar-19,112.5,25.75,0.05,137
NTPC,27-Mar-19,28-Mar-19,114.6,13.75,0.05,137
NTPC,27-Mar-19,28-Mar-19,115,20.15,0.05,137
NTPC,27-Mar-19,28-Mar-19,116.65,21.2,0.05,137
NTPC,27-Mar-19,28-Mar-19,117.5,17.65,0.05,137
NTPC,27-Mar-19,28-Mar-19,118.75,17,0.05,137
NTPC,27-Mar-19,28-Mar-19,120,15.2,0.1,137
NTPC,27-Mar-19,28-Mar-19,120.85,18.2,0.1,137
NTPC,27-Mar-19,28-Mar-19,122.5,12.8,0.15,137
NTPC,27-Mar-19,28-Mar-19,122.9,17,0.05,137
NTPC,27-Mar-19,28-Mar-19,125,11.95,0.05,137
NTPC,27-Mar-19,28-Mar-19,127.1,10.3,0.1,137
NTPC,27-Mar-19,28-Mar-19,127.5,8.3,0.15,137
NTPC,27-Mar-19,28-Mar-19,129.15,7.5,0.1,137
NTPC,27-Mar-19,28-Mar-19,130,7.5,0.1,137
NTPC,27-Mar-19,28-Mar-19,131.25,8,0.1,137
NTPC,27-Mar-19,28-Mar-19,132.5,4.5,0.2,137
NTPC,27-Mar-19,28-Mar-19,133.35,3.65,0.3,137
NTPC,27-Mar-19,28-Mar-19,135,2.25,0.5,137
NTPC,27-Mar-19,28-Mar-19,135.4,1.95,0.65,137
NTPC,27-Mar-19,28-Mar-19,137.5,0.9,1.55,137
NTPC,27-Mar-19,28-Mar-19,139.6,0.35,3.15,137
NTPC,27-Mar-19,28-Mar-19,140,0.35,3.3,137
NTPC,27-Mar-19,28-Mar-19,141.65,0.2,3.75,137
NTPC,27-Mar-19,28-Mar-19,142.5,0.2,8.2,137
NTPC,27-Mar-19,28-Mar-19,143.75,0.1,23.2,137
NTPC,27-Mar-19,28-Mar-19,145,0.1,10.35,137
NTPC,27-Mar-19,28-Mar-19,145.85,0.1,9.4,137
NTPC,27-Mar-19,28-Mar-19,147.5,0.3,12.6,137
NTPC,27-Mar-19,28-Mar-19,147.9,0.1,27.45,137
NTPC,27-Mar-19,28-Mar-19,150,0.05,19.35,137
NTPC,27-Mar-19,28-Mar-19,152.1,0.1,31.85,137
NTPC,27-Mar-19,28-Mar-19,152.5,0.1,17.4,137
NTPC,27-Mar-19,28-Mar-19,154.15,0.85,34.15,137
NTPC,27-Mar-19,28-Mar-19,155,0.5,19.85,137
NTPC,27-Mar-19,28-Mar-19,156.25,0.7,36.45,137
NTPC,27-Mar-19,28-Mar-19,157.5,0.05,22.35,137
NTPC,27-Mar-19,28-Mar-19,158.35,0.55,38.75,137
NTPC,27-Mar-19,28-Mar-19,160,0.05,24.85,137
NTPC,27-Mar-19,28-Mar-19,160.4,0.45,41.1,137
NTPC,27-Mar-19,28-Mar-19,162.5,0.4,43.5,137
NTPC,27-Mar-19,28-Mar-19,89.6,42.85,0.05,137
HCLTECH,1-Mar-19,28-Mar-19,740,228.2,5.75,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1280,6.45,314.05,1052.6
HCLTECH,1-Mar-19,28-Mar-19,780,193.75,10.55,1052.6
HCLTECH,1-Mar-19,28-Mar-19,800,177.4,13.85,1052.6
HCLTECH,1-Mar-19,28-Mar-19,820,161.7,17.8,1052.6
HCLTECH,1-Mar-19,28-Mar-19,840,146.85,22.55,1052.6
HCLTECH,1-Mar-19,28-Mar-19,860,132.7,28.05,1052.6
HCLTECH,1-Mar-19,28-Mar-19,880,119.35,34.35,1052.6
HCLTECH,1-Mar-19,28-Mar-19,900,162.1,41.55,1052.6
HCLTECH,1-Mar-19,28-Mar-19,920,95.4,49.65,1052.6
HCLTECH,1-Mar-19,28-Mar-19,940,84.75,2.2,1052.6
HCLTECH,1-Mar-19,28-Mar-19,960,103.9,68.45,1052.6
HCLTECH,1-Mar-19,28-Mar-19,980,76,4.5,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1000,68,7.15,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1020,53,11.4,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1040,37,17.1,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1060,25.95,25.2,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1080,17.15,36.85,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1100,11.45,57.45,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1120,7.05,64.85,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1140,4.1,191.1,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1160,2.75,207.65,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1180,15.15,224.6,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1200,1.15,241.95,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1220,10.85,259.55,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1240,9.15,277.5,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1260,7.7,295.65,1052.6
HCLTECH,1-Mar-19,28-Mar-19,760,210.7,7.9,1052.6
HCLTECH,5-Mar-19,28-Mar-19,740,228.2,5.75,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1280,6.45,314.05,1052.55
HCLTECH,5-Mar-19,28-Mar-19,780,193.75,10.55,1052.55
HCLTECH,5-Mar-19,28-Mar-19,800,177.4,13.85,1052.55
HCLTECH,5-Mar-19,28-Mar-19,820,161.7,17.8,1052.55
HCLTECH,5-Mar-19,28-Mar-19,840,146.85,22.55,1052.55
HCLTECH,5-Mar-19,28-Mar-19,860,132.7,28.05,1052.55
HCLTECH,5-Mar-19,28-Mar-19,880,119.35,34.35,1052.55
HCLTECH,5-Mar-19,28-Mar-19,900,162.1,41.55,1052.55
HCLTECH,5-Mar-19,28-Mar-19,920,95.4,49.65,1052.55
HCLTECH,5-Mar-19,28-Mar-19,940,84.75,2.2,1052.55
HCLTECH,5-Mar-19,28-Mar-19,960,103.9,68.45,1052.55
HCLTECH,5-Mar-19,28-Mar-19,980,76,3.95,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1000,61,6.5,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1020,53,10.65,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1040,33,16.7,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1060,22.7,25.7,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1080,14.6,39.2,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1100,9,53.4,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1120,5.55,64.85,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1140,3.4,191.1,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1160,2.1,207.65,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1180,15.15,224.6,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1200,1.15,241.95,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1220,10.85,259.55,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1240,9.15,277.5,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1260,7.7,295.65,1052.55
HCLTECH,5-Mar-19,28-Mar-19,760,210.7,7.9,1052.55
HCLTECH,6-Mar-19,28-Mar-19,740,228.2,5.75,1043.25
HCLTECH,6-Mar-19,28-Mar-19,1280,6.45,314.05,1043.25
HCLTECH,6-Mar-19,28-Mar-19,780,193.75,10.55,1043.25
HCLTECH,6-Mar-19,28-Mar-19,800,177.4,13.85,1043.25
HCLTECH,6-Mar-19,28-Mar-19,820,161.7,17.8,1043.25
HCLTECH,6-Mar-19,28-Mar-19,840,146.85,22.55,1043.25
HCLTECH,6-Mar-19,28-Mar-19,860,132.7,28.05,1043.25
HCLTECH,6-Mar-19,28-Mar-19,880,119.35,34.35,1043.25
HCLTECH,6-Mar-19,28-Mar-19,900,162.1,41.55,1043.25
HCLTECH,6-Mar-19,28-Mar-19,920,95.4,49.65,1043.25
HCLTECH,6-Mar-19,28-Mar-19,940,84.75,2.2,1043.25
HCLTECH,6-Mar-19,28-Mar-19,960,102,2.8,1043.25
HCLTECH,6-Mar-19,28-Mar-19,980,73.5,5.05,1043.25
HCLTECH,6-Mar-19,28-Mar-19,1000,57,8.4,1043.25
